"User_ID","Age","Gender","Occupation","Device_Type","Daily_Phone_Hours","Social_Media_Hours","Work_Productivity_Score","Sleep_Hours","Stress_Level","App_Usage_Count","Caffeine_Intake_Cups","Weekend_Screen_Time_Hours"
"U40065",36,"Female","Student","iOS",8,1.4,10,6.7,5,46,4,11.2
"U40066",40,"Other","Business Owner","Android",1.9,4.2,7,6.1,7,35,4,6.9
"U40067",47,"Female","Freelancer","Android",11.5,4.1,8,7.4,10,54,2,7.2
"U40068",24,"Other","Student","Android",4.3,2.9,7,6.9,10,34,4,8.1
"U40069",52,"Other","Student","iOS",6.5,3.4,9,8.5,6,42,1,12.2
"U40070",23,"Other","Student","Android",5.4,6.2,8,4.5,8,11,5,6.3
"U40071",41,"Female","Student","iOS",5.3,5.8,1,5.1,5,45,2,12.4
"U40072",53,"Male","Business Owner","Android",5.2,2.3,5,6.4,3,29,3,3.2
"U40073",21,"Male","Student","Android",1.3,5.8,10,7.6,5,37,0,10.3
"U40074",42,"Other","Student","iOS",6.4,5.3,2,6.2,3,11,4,5.7
"U40075",59,"Other","Freelancer","Android",1.1,6.9,10,7.2,8,25,6,9.9
"U40076",23,"Male","Student","iOS",2.1,1.5,8,7.4,6,30,4,9.5
"U40077",56,"Female","Student","Android",7.5,6,2,4.7,2,43,3,13.6
"U40078",36,"Female","Professional","iOS",11.3,2.6,9,5.2,7,25,2,10.7
"U40079",56,"Female","Business Owner","Android",11.4,6.3,8,6.2,4,44,2,12.1
"U40080",54,"Other","Freelancer","iOS",10.6,7.5,9,4.3,1,25,5,11.2
"U40081",55,"Female","Professional","Android",5.8,3.3,8,8.2,3,48,6,2
"U40082",25,"Other","Professional","Android",2.2,4.8,7,7.8,5,33,6,6.9
"U40083",30,"Other","Student","Android",8,4.8,1,4.8,10,17,1,11.4
"U40084",43,"Female","Professional","Android",11.5,5.9,7,8.6,5,44,6,10.3
"U40085",58,"Male","Professional","iOS",1.5,2.9,7,4.3,4,58,5,8.7
"U40086",41,"Other","Professional","iOS",5.9,6.8,5,7.1,8,51,4,9.2
"U40087",20,"Male","Freelancer","iOS",8.8,5,4,8.5,3,44,5,9.4
"U40088",40,"Male","Freelancer","Android",5.6,2.6,1,4.2,8,19,4,8.9
"U40089",39,"Female","Business Owner","iOS",6.6,5.3,3,6.5,5,12,3,6.1
"U40090",25,"Male","Student","Android",5.2,7.5,5,7.6,7,57,0,3.8
"U40091",54,"Other","Business Owner","Android",7.3,6.3,3,7,3,18,3,9.4
"U40092",24,"Female","Freelancer","Android",4.7,6.5,10,6.6,6,42,1,4.5
"U40093",60,"Female","Student","iOS",11.6,4.6,1,7.3,2,44,6,3.5
"U40094",55,"Other","Freelancer","iOS",1.6,6.8,3,4.1,10,5,3,12.8
"U40095",32,"Female","Student","iOS",6.9,0.6,10,5.8,5,45,0,4.4
"U40096",54,"Male","Freelancer","Android",5.4,2.6,2,6.4,3,58,2,6
"U40097",44,"Male","Freelancer","iOS",1.3,1.3,10,4,8,15,0,9.3
"U40098",52,"Other","Freelancer","iOS",9.4,4.8,5,7.6,10,31,5,4.8
"U40099",46,"Female","Business Owner","Android",11.3,0.5,9,5.7,8,12,2,9
"U40100",23,"Female","Professional","iOS",6.2,1,10,8.3,2,42,3,5.9
"U40101",50,"Male","Business Owner","Android",2.3,2.4,1,6.7,3,18,6,13.3
"U40102",45,"Female","Freelancer","Android",9.2,5.3,8,7.4,8,38,4,7.2
"U40103",60,"Female","Freelancer","Android",9.5,7.9,10,6.9,8,24,6,10.2
"U40104",49,"Other","Professional","iOS",3.4,6.9,9,8.4,6,30,5,6.3
"U40105",22,"Female","Professional","Android",2.9,4.6,7,8.1,8,39,3,5.1
"U40106",48,"Male","Student","Android",2.9,7.5,4,6.1,5,22,6,4.4
"U40107",18,"Female","Professional","Android",6.4,2.6,1,4.9,7,31,2,2.6
"U40108",52,"Male","Professional","Android",11,3.5,7,8.8,8,16,0,3.7
"U40109",18,"Female","Business Owner","Android",3,3,9,5.5,9,54,4,3.2
"U40110",59,"Female","Student","Android",1.4,6.2,6,4.3,8,13,4,6.7
"U40111",37,"Female","Professional","Android",2,6.3,3,7.4,3,14,1,4.8
"U40112",57,"Other","Freelancer","Android",3,2.9,1,7.3,9,32,5,6.7
"U40113",27,"Other","Student","Android",4.7,1.5,9,6.1,2,21,4,10.7
"U40114",56,"Female","Student","iOS",2.3,7.7,6,4.4,3,29,6,10.2
"U40115",31,"Male","Business Owner","Android",5.7,4.1,10,6.4,7,14,2,10.8
"U40116",28,"Female","Freelancer","Android",11.3,3.6,1,6.4,1,48,0,7.6
"U40117",53,"Male","Business Owner","iOS",7.1,5.4,8,8.3,8,45,6,4.4
"U40118",41,"Female","Freelancer","Android",1.5,2.8,3,7.1,6,13,0,12.4
"U40119",19,"Female","Professional","Android",9.8,0.8,5,6.8,6,56,0,7.2
"U40120",49,"Male","Student","iOS",11,0.5,1,8.5,5,39,4,3.7
"U40121",24,"Other","Business Owner","Android",3.7,4.6,7,8,4,11,6,10.7
"U40122",56,"Female","Professional","iOS",8.1,6.7,9,4.6,7,41,5,5.6
"U40123",45,"Female","Freelancer","iOS",6.8,5.2,5,7.1,7,50,0,7.1
"U40124",23,"Female","Professional","iOS",8.5,5.5,9,8.9,5,12,4,13.5
"U40125",27,"Other","Professional","iOS",8.6,6,8,6.6,10,50,2,9.5
"U40126",55,"Other","Professional","Android",8.8,4.5,9,5.7,8,26,5,9.7
"U40127",32,"Female","Freelancer","Android",6.4,4.7,10,7.5,10,46,3,10.3
"U40128",31,"Other","Professional","iOS",1.9,2.6,1,8.6,8,55,2,2.4
"U40129",26,"Other","Student","Android",4,3.4,6,8.2,8,25,4,6.8
"U40130",22,"Male","Professional","iOS",3.6,7.4,8,4.7,9,11,3,2.4
"U40131",30,"Other","Business Owner","iOS",4.4,1.8,3,8.7,9,41,4,5.5
"U40132",35,"Other","Professional","Android",6.7,2.8,9,6.7,3,27,5,4.2
"U40133",54,"Other","Professional","Android",7.6,5.4,5,8.8,5,23,1,5
"U40134",40,"Other","Freelancer","iOS",5.3,5.3,2,7.3,1,41,6,5.8
"U40135",28,"Male","Business Owner","Android",4.8,3.4,7,8.9,6,46,0,6.6
"U40136",26,"Male","Freelancer","iOS",6.5,1.8,4,5.6,8,57,1,13
"U40137",20,"Female","Professional","iOS",8.7,6.1,3,4.8,2,31,2,11.1
"U40138",54,"Female","Professional","iOS",11.7,5.1,8,7.3,4,54,0,11.1
"U40139",34,"Female","Professional","iOS",9,7.2,9,4.1,2,5,0,9.5
"U40140",20,"Other","Freelancer","Android",4.2,7,6,4.8,6,25,0,13.6
"U40141",60,"Female","Professional","iOS",5.3,7.7,7,7.6,1,33,2,7.6
"U40142",21,"Female","Freelancer","iOS",8.9,5.1,10,7.9,3,23,6,2.9
"U40143",31,"Other","Business Owner","Android",6,6.6,10,6.7,5,57,0,6.6
"U40144",48,"Other","Student","iOS",6.8,6.1,2,6.6,2,39,4,12.4
"U40145",22,"Other","Student","Android",2.4,4.4,6,4.6,6,56,0,8.2
"U40146",48,"Female","Freelancer","Android",6.9,5,5,8.9,3,13,3,12.5
"U40147",49,"Other","Student","Android",11.3,7.8,4,7.7,3,27,6,5.1
"U40148",41,"Female","Business Owner","Android",1.3,2.6,3,4.2,9,52,2,8.2
"U40149",51,"Male","Professional","Android",3.7,2.8,10,4.7,6,27,0,9.9
"U40150",53,"Other","Business Owner","iOS",1.1,3.3,8,4.6,7,43,2,12.7
"U40151",40,"Other","Student","iOS",1.8,6.2,7,4.9,9,17,5,6.5
"U40152",42,"Male","Business Owner","iOS",4.2,2.7,10,6,5,21,4,11.2
"U40153",27,"Male","Student","Android",11.7,1.3,7,5.2,9,7,6,7.6
"U40154",46,"Male","Professional","iOS",2.3,2.9,7,9,7,35,3,7
"U40155",34,"Male","Student","iOS",5.7,7.1,5,4.1,10,7,0,6.6
"U40156",52,"Male","Business Owner","Android",5.1,2.9,6,7.4,2,17,4,5.3
"U40157",18,"Other","Freelancer","Android",11,7.8,2,8.2,3,18,1,5.2
"U40158",42,"Male","Business Owner","iOS",6.9,7.7,1,7.7,1,5,5,9.4
"U40159",43,"Male","Student","Android",1.6,3.1,2,4.1,4,24,2,13.6
"U40160",24,"Other","Freelancer","Android",6.6,5.2,1,6.8,3,43,6,7.4
"U40161",22,"Male","Business Owner","iOS",5.9,4.6,7,8.9,8,10,0,8.8
"U40162",29,"Male","Business Owner","iOS",7.9,2.7,6,4.4,7,17,5,4
"U40163",44,"Male","Student","Android",8.5,3.9,7,8.2,1,19,3,7.1
"U40164",26,"Female","Student","Android",4,5.8,9,6,5,25,4,10.6
"U40165",20,"Male","Business Owner","Android",11.5,4.3,2,7,10,30,1,10.4
"U40166",59,"Other","Student","Android",1.4,7.7,4,5.6,9,28,5,5.1
"U40167",32,"Female","Freelancer","Android",1.5,4.6,5,5,10,22,6,8.6
"U40168",21,"Female","Business Owner","iOS",2.5,3.3,9,8.6,8,18,6,10.4
"U40169",42,"Male","Student","Android",6.3,5.4,2,8.3,5,13,3,12.6
"U40170",55,"Female","Business Owner","Android",3.9,4.6,5,8.8,10,30,3,13.2
"U40171",41,"Male","Professional","iOS",11.7,6,10,7.6,2,13,1,12.7
"U40172",22,"Other","Professional","Android",6.1,7.3,8,5.7,8,32,6,5.5
"U40173",45,"Female","Business Owner","Android",1.2,5.2,2,8.5,9,5,1,7
"U40174",38,"Male","Business Owner","iOS",9.2,4.1,4,4.5,6,45,5,13.4
"U40175",49,"Other","Business Owner","Android",6.2,5.8,5,5.4,9,49,6,5.3
"U40176",23,"Male","Business Owner","iOS",6.1,2,1,5.9,2,33,4,13.9
"U40177",28,"Other","Freelancer","Android",5.4,6,1,8.3,3,42,5,11.5
"U40178",25,"Male","Student","Android",10,3.6,3,4.3,4,57,1,13
"U40179",25,"Male","Professional","Android",10.3,6.4,2,5.6,8,15,3,5.6
"U40180",53,"Other","Business Owner","iOS",3.3,1.1,2,7,9,43,4,3.1
"U40181",45,"Other","Student","Android",9.9,5.5,9,6,1,19,0,10.5
"U40182",21,"Other","Freelancer","iOS",2.8,4.1,2,8.4,1,13,6,11.6
"U40183",59,"Other","Freelancer","Android",2.5,4.7,5,7.3,10,37,2,8.8
"U40184",22,"Other","Professional","Android",8.7,5,8,6.5,6,15,5,4.6
"U40185",52,"Male","Professional","iOS",1.4,1.4,10,8.3,6,50,1,9.6
"U40186",23,"Male","Freelancer","Android",10.6,3.1,3,6.1,6,51,0,9.1
"U40187",25,"Male","Business Owner","iOS",1.4,4.2,4,8,7,22,2,5.7
"U40188",60,"Male","Freelancer","Android",1.3,2.2,1,4.7,9,54,5,7.4
"U40189",26,"Female","Freelancer","Android",8.2,1.9,3,7.3,1,59,2,10.2
"U40190",60,"Female","Business Owner","Android",3.3,5.3,7,8.4,6,31,4,7.9
"U40191",59,"Male","Student","iOS",4.7,3,2,8.7,2,25,3,8
"U40192",32,"Other","Professional","iOS",4,3.5,1,8.5,6,17,3,13.1
"U40193",57,"Other","Business Owner","Android",3.8,5.7,1,5.6,8,25,2,9.2
"U40194",56,"Male","Freelancer","iOS",8,3.5,1,6.4,4,12,4,2
"U40195",32,"Male","Student","iOS",4.6,3.5,5,4.7,7,22,1,11.1
"U40196",30,"Male","Student","iOS",11.6,5.9,2,4,6,21,6,4.5
"U40197",21,"Female","Student","Android",10.1,1.9,2,6.3,4,36,3,10.1
"U40198",29,"Female","Freelancer","Android",6.1,7.3,2,5,7,30,1,5.9
"U40199",38,"Other","Freelancer","Android",1.1,1.3,5,6.2,7,33,4,10.1
"U40200",40,"Other","Business Owner","Android",7.2,2.2,7,5.7,2,7,5,7.2
"U40201",55,"Other","Business Owner","iOS",5.2,5.2,8,7.4,2,60,1,12.4
"U40202",50,"Other","Professional","iOS",3,1.9,7,4.4,7,28,1,7
"U40203",49,"Other","Professional","Android",1.9,2.9,5,5,1,57,5,9.1
"U40204",55,"Other","Professional","iOS",4.1,2.7,9,7.3,4,36,3,11.8
"U40205",26,"Female","Student","iOS",8.1,6.4,1,8.4,6,18,2,3.7
"U40206",21,"Male","Professional","Android",10.3,1.4,10,4.3,3,16,3,4.8
"U40207",45,"Male","Business Owner","Android",11.4,3.6,3,6.3,1,58,5,8
"U40208",27,"Female","Business Owner","Android",7.7,2.6,4,4.3,9,6,6,9.2
"U40209",32,"Female","Freelancer","Android",3.3,5.3,10,6.7,3,27,1,9.7
"U40210",25,"Other","Student","Android",8.2,5.7,1,5.7,8,24,2,3.5
"U40211",36,"Female","Freelancer","iOS",4.2,2.1,3,8.4,2,52,6,5.7
"U40212",60,"Male","Student","iOS",11.1,1.4,1,6.3,7,7,4,5.8
"U40213",39,"Female","Student","iOS",4.6,6.1,5,8,1,36,6,4.6
"U40214",56,"Male","Freelancer","Android",7.8,0.8,1,6.7,4,27,4,2.6
"U40215",45,"Other","Freelancer","iOS",4,2.6,5,5.3,6,32,0,9.3
"U40216",53,"Male","Freelancer","Android",1.9,1.1,6,8,1,50,0,13.4
"U40217",60,"Male","Student","Android",10.5,1.1,4,5.2,3,20,1,6.2
"U40218",50,"Other","Professional","Android",11.7,3.8,1,4.9,3,48,3,7.9
"U40219",56,"Female","Freelancer","iOS",9.6,6.8,2,6.5,4,5,5,9.3
"U40220",24,"Female","Business Owner","iOS",10.7,6.3,8,4.4,10,39,1,13.3
"U40221",19,"Female","Professional","iOS",1.9,0.9,8,6.2,6,29,6,8.7
"U40222",55,"Female","Professional","Android",6.2,3.2,2,6.5,10,38,2,8.9
"U40223",42,"Other","Freelancer","iOS",10.6,1.9,7,5.7,4,31,4,9.7
"U40224",58,"Other","Freelancer","iOS",1.4,7.3,4,7.7,10,23,5,10.9
"U40225",24,"Male","Student","Android",3.9,6.1,8,5.4,7,48,1,4.8
"U40226",54,"Female","Business Owner","Android",4,4.1,7,5.8,1,18,1,8.2
"U40227",43,"Male","Business Owner","Android",4.1,7.6,10,4.3,4,33,3,11.9
"U40228",53,"Other","Professional","iOS",5.6,5.4,8,4.4,2,19,0,9.2
"U40229",21,"Male","Business Owner","Android",11.1,1.6,1,4.3,6,20,1,8.6
"U40230",36,"Female","Professional","iOS",2.9,3.8,8,5,5,25,0,9.6
"U40231",40,"Male","Business Owner","Android",8.3,7.9,4,4.8,4,29,0,9.1
"U40232",19,"Male","Professional","Android",11.5,1.1,3,8.2,8,21,1,3.6
"U40233",40,"Male","Freelancer","iOS",5.3,7.4,4,8.1,5,28,5,7.3
"U40234",28,"Male","Professional","iOS",2.7,6.7,5,8.8,9,26,5,2.2
"U40235",23,"Other","Business Owner","Android",10.1,4.3,7,6.4,6,15,3,14
"U40236",22,"Male","Professional","iOS",12,2.1,5,4.5,10,52,4,9.1
"U40237",27,"Female","Freelancer","iOS",4.4,3.9,4,6.4,3,50,2,5.6
"U40238",21,"Female","Professional","iOS",8.8,4.4,3,8.2,3,48,1,10.3
"U40239",31,"Female","Professional","Android",1.1,7.3,4,4.4,5,7,6,11.4
"U40240",45,"Other","Freelancer","iOS",8.1,6.4,5,5.7,9,10,5,12.3
"U40241",18,"Female","Business Owner","iOS",11.3,6.5,4,8.3,5,47,4,14
"U40242",51,"Female","Professional","Android",10.9,7.1,1,6,4,17,1,3.4
"U40243",25,"Other","Freelancer","iOS",3.9,5.3,9,7.4,9,36,0,11.3
"U40244",43,"Other","Freelancer","Android",8.5,5.2,5,6.4,9,11,1,7.6
"U40245",35,"Female","Business Owner","iOS",10.6,2,6,7.8,4,35,0,6.6
"U40246",24,"Female","Student","Android",6,3.1,8,6.7,2,59,3,13.4
"U40247",53,"Female","Professional","iOS",5.3,5.3,7,4,10,49,6,7.5
"U40248",18,"Other","Student","iOS",5,1.2,3,5.7,3,52,2,2.3
"U40249",34,"Other","Professional","Android",4.1,4.6,9,5.7,3,24,3,10.8
"U40250",34,"Male","Student","Android",3.7,4.2,6,4.6,3,32,1,3.8
"U40251",44,"Male","Student","iOS",4.5,0.5,6,6.8,8,56,5,13.4
"U40252",20,"Female","Freelancer","Android",7.8,4.4,2,4.8,2,31,0,7.5
"U40253",52,"Female","Business Owner","iOS",8.2,2.1,1,8.1,9,36,4,2.2
"U40254",22,"Other","Student","Android",8.5,5.8,10,4.6,9,5,3,13.3
"U40255",57,"Other","Professional","iOS",10.3,3.5,10,7,2,60,4,8.9
"U40256",49,"Other","Freelancer","iOS",7.1,7.5,6,6.6,3,38,2,4.1
"U40257",24,"Female","Professional","Android",4.5,2.5,4,5,7,48,4,10.7
"U40258",34,"Male","Freelancer","Android",3.4,4,5,7,8,58,1,4
"U40259",20,"Female","Business Owner","Android",8.7,3.1,7,4.7,10,23,1,10.3
"U40260",53,"Male","Student","Android",3.6,7.9,4,5.1,8,8,3,5.7
"U40261",33,"Male","Business Owner","iOS",4.4,3,5,4.2,5,18,0,7.6
"U40262",35,"Female","Freelancer","iOS",11.1,3.2,7,7.1,7,52,4,3.3
"U40263",45,"Female","Freelancer","iOS",5.2,6.6,8,6.8,4,43,4,8.2
"U40264",54,"Other","Freelancer","Android",8.4,6.9,8,7.6,4,55,0,13.5
"U40265",38,"Male","Freelancer","Android",8.6,6,10,8.6,3,6,1,10.5
"U40266",34,"Female","Student","iOS",1.9,1,1,5.8,2,44,3,2.2
"U40267",35,"Male","Professional","Android",8.9,6.6,6,4.2,4,15,4,9.9
"U40268",54,"Other","Freelancer","iOS",7.2,0.7,6,7,1,58,3,3.5
"U40269",40,"Other","Student","Android",4.6,5,9,6.4,8,50,0,9
"U40270",19,"Other","Freelancer","Android",6.1,5.9,3,7.3,7,5,5,2.5
"U40271",43,"Other","Student","Android",10.6,6.8,2,8.2,8,23,3,4.3
"U40272",18,"Male","Business Owner","iOS",9.3,5.1,5,8.7,6,29,0,5.7
"U40273",55,"Female","Student","Android",10.8,4.3,4,7.9,1,32,5,6
"U40274",39,"Female","Student","Android",4.9,4,10,8.8,10,55,1,8
"U40275",50,"Male","Freelancer","Android",3,5.7,6,7.7,8,40,0,10.6
"U40276",20,"Female","Business Owner","iOS",2.9,5,9,4.5,10,8,4,9.5
"U40277",44,"Other","Student","Android",9.8,6.8,1,8.1,7,10,1,12.3
"U40278",26,"Male","Business Owner","Android",8.1,6.2,3,8.3,5,5,6,12.6
"U40279",47,"Female","Business Owner","Android",4.2,1.3,9,7.7,8,29,0,11.7
"U40280",34,"Male","Student","Android",10.7,4.3,3,7.9,6,55,3,7.7
"U40281",39,"Male","Freelancer","iOS",2.2,3.7,2,5,7,22,6,2.7
"U40282",43,"Male","Business Owner","Android",9.4,5.6,8,5.1,10,40,1,8.3
"U40283",45,"Male","Professional","Android",11.6,3.8,8,5.4,5,43,1,8.3
"U40284",56,"Other","Freelancer","iOS",1.8,4.1,5,5.5,5,19,1,3
"U40285",53,"Other","Freelancer","Android",2.2,5.1,6,5.3,4,13,3,9.1
"U40286",32,"Other","Professional","iOS",3.6,4.3,1,4.7,8,33,5,8
"U40287",57,"Female","Freelancer","Android",11,5.9,6,6.1,4,31,0,7.7
"U40288",58,"Female","Freelancer","iOS",9.8,1.3,5,7.1,10,20,0,12.9
"U40289",52,"Male","Student","iOS",1.3,6.7,10,7.4,10,38,4,2.5
"U40290",40,"Female","Business Owner","Android",5.9,2,3,6.3,1,12,3,13.4
"U40291",54,"Male","Student","Android",2.8,1.3,2,8.9,2,6,5,6.1
"U40292",59,"Female","Freelancer","Android",8.3,0.5,10,7.2,7,54,3,12.5
"U40293",20,"Male","Professional","Android",2.8,7,5,8.6,10,5,5,10.4
"U40294",49,"Female","Business Owner","iOS",7.5,6.9,7,8.9,6,32,4,11.7
"U40295",34,"Male","Professional","Android",3.8,4.6,6,8,1,12,4,8.4
"U40296",27,"Male","Professional","Android",1.8,0.8,9,7.4,3,34,0,2.8
"U40297",56,"Male","Student","Android",6.1,6.1,8,4.8,10,22,4,10.1
"U40298",35,"Male","Business Owner","iOS",6.4,7.6,2,8.6,6,37,2,4.3
"U40299",23,"Male","Student","iOS",5,7.3,2,4.1,3,57,1,4.2
"U40300",37,"Other","Business Owner","iOS",6.1,7.8,4,8.5,6,13,5,13.8
"U40301",27,"Female","Professional","Android",6.4,7.5,8,5.4,9,45,4,6.4
"U40302",60,"Male","Student","Android",8.9,3.7,9,6.2,6,29,4,3.4
"U40303",57,"Female","Professional","iOS",2.8,1.1,10,4.9,9,20,0,10.3
"U40304",60,"Female","Student","iOS",9.3,3.3,5,4.4,2,33,1,9.5
"U40305",19,"Other","Freelancer","iOS",2.3,7.4,1,7.7,2,37,6,6.2
"U40306",36,"Other","Student","Android",2.5,5.2,6,7,2,30,0,10.4
"U40307",57,"Male","Business Owner","iOS",7.5,7.2,6,7.1,9,25,6,11.3
"U40308",40,"Male","Business Owner","Android",9.6,6.6,9,6,1,7,3,7.5
"U40309",47,"Male","Freelancer","iOS",9.8,1.5,9,5.8,1,37,4,8.3
"U40310",59,"Female","Professional","iOS",5.1,8,9,7.1,5,7,1,5.4
"U40311",46,"Male","Freelancer","Android",5.9,5.4,2,4.8,4,54,1,8.8
"U40312",45,"Other","Business Owner","Android",7.4,6.4,9,5.3,2,21,6,11.1
"U40313",29,"Female","Business Owner","iOS",6.7,2.8,3,7.3,3,55,4,4.8
"U40314",38,"Other","Business Owner","iOS",7.8,6.1,2,8.6,10,5,0,6.1
"U40315",30,"Female","Professional","iOS",3.4,0.6,8,7.8,10,37,3,12.5
"U40316",58,"Other","Freelancer","Android",11.1,7.6,7,5,4,6,2,11.6
"U40317",52,"Other","Student","Android",9.1,1.4,9,6.4,5,14,1,10
"U40318",36,"Male","Student","Android",9.4,2.7,7,8.8,10,56,0,8
"U40319",47,"Male","Student","iOS",4.6,7.1,9,5,8,13,2,6.4
"U40320",43,"Female","Freelancer","Android",10.4,2.1,3,6.9,3,33,0,8.6
"U40321",42,"Other","Business Owner","iOS",6.5,3.1,1,7,6,37,1,8.2
"U40322",56,"Female","Business Owner","Android",7.6,2.2,2,6.7,6,10,0,11.7
"U40323",23,"Other","Freelancer","iOS",10.6,5.3,4,6.1,4,30,2,7.5
"U40324",56,"Female","Student","Android",9.4,1.8,7,4.8,2,59,0,2.8
"U40325",40,"Other","Business Owner","Android",10.8,1.4,3,8.3,7,56,5,3.8
